	Domain	Phylum	Class	Order	Family	Genus	Species
OTU00202	Eukaryota	 Basidiomycota	 Tremellomycetes	 Trichosporonales	 Trichosporonaceae	 Apiotrichum	 Apiotrichum porosum
OTU00203	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Thiotrichales	 Fastidiosibacteraceae	 Facilibium	 Facilibium subflavum
OTU00204	Bacteria	 Bacteroidota	 Chitinophagia	 Chitinophagales	 Chitinophagaceae	 Chitinophaga	 Chitinophaga varians
OTU00205	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Lachnospiraceae	 Blautia	 NA
OTU00206	Eukaryota	 Blastocladiomycota	 Blastocladiomycetes	 Blastocladiales	 Catenariaceae	 Catenaria	 Catenaria anguillulae
OTU00207	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Klebsiella	 Klebsiella variicola
OTU00208	Viruses	 Uroviricota	 Caudoviricetes	 NA	 NA	 NA	 Caudoviricetes sp.
OTU00209	Bacteria	 Mycoplasmatota	 Mollicutes	 Mycoplasmatales	 Mycoplasmataceae	 Mycoplasma	 Mycoplasma sp. CAG:877
OTU00210	Eukaryota	 Apicomplexa	 Conoidasida	 Eucoccidiorida	 Eimeriidae	 Cyclospora	 Cyclospora cayetanensis
OTU00211	Bacteria	 NA	 NA	 NA	 NA	 NA	 bacterium 1XD21-70
OTU00212	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Leclercia	 NA
OTU00213	Bacteria	 Planctomycetota	 NA	 NA	 NA	 NA	 Planctomycetes bacterium Pan216
OTU00214	Viruses	 Nucleocytoviricota	 Pokkesviricetes	 Chitovirales	 Poxviridae	 Betaentomopoxvirus	 NA
OTU00215	Viruses	 Nucleocytoviricota	 Megaviricetes	 Pimascovirales	 Iridoviridae	 Chloriridovirus	 Anopheles minimus iridovirus
OTU00216	Eukaryota	 Mucoromycota	 Glomeromycetes	 Diversisporales	 Diversisporaceae	 Diversispora	 NA
OTU00217	Bacteria	 Bacillota	 Tissierellia	 Tissierellales	 Peptoniphilaceae	 Peptoniphilus	 Peptoniphilus sp. CBA3646
OTU00218	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Oscillospiraceae	 Ruminococcus	 Ruminococcus flavefaciens
OTU00219	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales	 Morganellaceae	 Xenorhabdus	 Xenorhabdus koppenhoeferi
OTU00220	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Xanthomonadales	 Xanthomonadaceae	 Alkalisalibacterium	 Alcalisalibacterium limoincola
OTU00221	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 NA	 Natranaerovirga	 Natranaerovirga pectinivora
OTU00222	Eukaryota	 Perkinsozoa	 NA	 Perkinsida	 Perkinsidae	 Perkinsus	 Perkinsus marinus
OTU00223	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Moraxellales	 Moraxellaceae	 Acinetobacter	 Acinetobacter guillouiae
OTU00224	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Lachnospiraceae	 Enterocloster	 Enterocloster clostridioformis
OTU00225	Eukaryota	 Haptophyta	 NA	 Pavlovales	 NA	 NA	 NA
OTU00226	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Lachnospiraceae	 Mediterraneibacter	 [Ruminococcus] gnavus
OTU00227	Eukaryota	 Chytridiomycota	 Chytridiomycetes	 Caulochytriales	 Caulochytriaceae	 Caulochytrium	 Caulochytrium protostelioides
OTU00228	Eukaryota	 Basidiomycota	 Agaricomycetes	 Boletales	 Boletaceae	 Imleria	 Imleria badia
OTU00229	Eukaryota	 NA	 NA	 NA	 NA	 NA	 NA
OTU00230	Bacteria	 Actinomycetota	 Coriobacteriia	 Coriobacteriales	 NA	 NA	 NA
OTU00231	Eukaryota	 Basidiomycota	 Tremellomycetes	 Tremellales	 Cryptococcaceae	 Cryptococcus	 Cryptococcus depauperatus
OTU00232	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Clostridiaceae	 Clostridium	 Clostridium simiarum
OTU00233	Bacteria	 Candidatus Omnitrophota	 NA	 NA	 NA	 NA	 NA
OTU00234	Bacteria	 Bacteroidota	 Sphingobacteriia	 Sphingobacteriales	 Sphingobacteriaceae	 Pedobacter	 Pedobacter westerhofensis
OTU00235	Eukaryota	 Zoopagomycota	 Dimargaritomycetes	 Dimargaritales	 Dimargaritaceae	 Dimargaris	 Dimargaris cristalligena
OTU00236	Bacteria	 Bacteroidota	 Sphingobacteriia	 Sphingobacteriales	 Sphingobacteriaceae	 Pedobacter	 Pedobacter sp. IW39
OTU00237	Bacteria	 Spirochaetota	 Spirochaetia	 Leptospirales	 Leptospiraceae	 Leptospira	 NA
OTU00238	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Silvania	 NA
OTU00239	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae	 NA	 NA
OTU00240	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Lachnospiraceae	 Herbinix	 Herbinix luporum
OTU00241	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales	 Morganellaceae	 Morganella	 NA
OTU00242	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Klebsiella	 Klebsiella pneumoniae
OTU00243	Bacteria	 Bacteroidota	 Sphingobacteriia	 Sphingobacteriales	 Sphingobacteriaceae	 Pedobacter	 Pedobacter sp. MC2016-24
OTU00244	Bacteria	 Pseudomonadota	 Betaproteobacteria	 Nitrosomonadales	 Nitrosomonadaceae	 Nitrosospira	 NA
OTU00245	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales	 Erwiniaceae	 NA	 NA
OTU00246	Bacteria	 Bacteroidota	 Sphingobacteriia	 Sphingobacteriales	 Sphingobacteriaceae	 Pedobacter	 Pedobacter sp. L105
OTU00247	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Caulobacterales	 Caulobacteraceae	 Brevundimonas	 Brevundimonas nasdae
OTU00248	Bacteria	 Bacteroidota	 Sphingobacteriia	 Sphingobacteriales	 Sphingobacteriaceae	 Pedobacter	 Pedobacter nutrimenti
OTU00249	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Buttiauxella	 NA
OTU00250	Bacteria	 Bacillota	 Bacilli	 Bacillales	 Bacillaceae	 Streptohalobacillus	 Streptohalobacillus salinus
OTU00251	Eukaryota	 Ciliophora	 Spirotrichea	 Sporadotrichida	 Oxytrichidae	 Stylonychia	 Stylonychia lemnae
OTU00252	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Klebsiella	 Klebsiella aerogenes
OTU00253	Bacteria	 Bacteroidota	 Sphingobacteriia	 Sphingobacteriales	 Sphingobacteriaceae	 Pedobacter	 Pedobacter frigiditerrae
OTU00254	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	 Pseudomonas brenneri
OTU00255	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	 Pseudomonas chlororaphis
OTU00256	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Lachnospiraceae	 Frisingicoccus	 Frisingicoccus caecimuris
OTU00257	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales	 Budviciaceae	 Jinshanibacter	 NA
OTU00258	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Moraxellales	 Moraxellaceae	 Acinetobacter	 Acinetobacter bereziniae
OTU00259	Viruses	 Nucleocytoviricota	 Pokkesviricetes	 Chitovirales	 Poxviridae	 Betaentomopoxvirus	 Adoxophyes honmai entomopoxvirus
OTU00260	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Kluyvera	 Kluyvera ascorbata
OTU00261	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Lachnospiraceae	 Lacrimispora	 Lacrimispora aerotolerans
OTU00262	Bacteria	 Fibrobacterota	 Fibrobacteria	 Fibrobacterales	 Fibrobacteraceae	 Fibrobacter	 NA
OTU00263	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Desulfitobacteriaceae	 Desulfitobacterium	 NA
OTU00264	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales	 Yersiniaceae	 Serratia	 NA
OTU00265	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Clostridiaceae	 Clostridium	 Clostridium sp. CAG:299
OTU00266	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Lachnospiraceae	 Candidatus Epulonipiscium	 NA
OTU00267	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales	 Hafniaceae	 Edwardsiella	 Edwardsiella tarda
OTU00268	Bacteria	 Bacillota	 Bacilli	 Bacillales	 Paenibacillaceae	 Paenibacillus	 NA
OTU00269	Bacteria	 Bacteroidota	 Sphingobacteriia	 Sphingobacteriales	 Sphingobacteriaceae	 Mucilaginibacter	 Mucilaginibacter oryzae
OTU00270	Eukaryota	 Apicomplexa	 Aconoidasida	 Nephromycida	 NA	 Cardiosporidium	 Cardiosporidium cionae
OTU00271	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	 Pseudomonas sp. 2588-5
OTU00272	Bacteria	 Bacteroidota	 Sphingobacteriia	 Sphingobacteriales	 Sphingobacteriaceae	 Sphingobacterium	 Sphingobacterium sp. UT-1RO-CII-1
OTU00273	Bacteria	 Bacteroidota	 Sphingobacteriia	 Sphingobacteriales	 Sphingobacteriaceae	 Pedobacter	 Pedobacter sp. MC2016-15
OTU00274	Bacteria	 Bacteroidota	 Sphingobacteriia	 Sphingobacteriales	 Sphingobacteriaceae	 Pedobacter	 Pedobacter sp.
OTU00275	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Shigella	 Shigella sonnei
OTU00276	Bacteria	 Bacillota	 Culicoidibacteria	 Culicoidibacterales	 Culicoidibacteraceae	 Culicoidibacter	 Culicoidibacter larvae
OTU00277	Eukaryota	 Ciliophora	 Oligohymenophorea	 Hymenostomatida	 NA	 Ichthyophthirius	 Ichthyophthirius multifiliis
OTU00278	Bacteria	 Bacillota	 Bacilli	 Lactobacillales	 Enterococcaceae	 Enterococcus	 Enterococcus faecium
OTU00279	Eukaryota	 Chlorophyta	 Trebouxiophyceae	 NA	 NA	 Picochlorum	 Picochlorum sp. BPE23
OTU00280	Bacteria	 Thermodesulfobacteriota	 Desulfobacteria	 Desulfobacterales	 Desulfococcaceae	 Desulfonema	 Desulfonema limicola
OTU00281	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Porphyromonadaceae	 NA	 Porphyromonadaceae bacterium CG2_30_38_12
OTU00282	Eukaryota	 NA	 Bigyra	 Opalinata	 Opalinidae	 NA	 Opalinidae sp.
OTU00283	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Oscillospiraceae	 Anaerotruncus	 NA
OTU00284	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	 Pseudomonas sp. BN415
OTU00285	Eukaryota	 Apicomplexa	 Conoidasida	 Eucoccidiorida	 Eimeriidae	 Eimeria	 NA
OTU00286	Bacteria	 Bacillota	 Bacilli	 Bacillales	 Listeriaceae	 Listeria	 Listeria kieliensis
OTU00287	Eukaryota	 Basidiomycota	 Tremellomycetes	 Tremellales	 NA	 NA	 NA
OTU00288	Bacteria	 Bacteroidota	 Sphingobacteriia	 Sphingobacteriales	 Sphingobacteriaceae	 Pedobacter	 Pedobacter sp. Leaf194
OTU00289	Bacteria	 Bacteroidota	 Sphingobacteriia	 Sphingobacteriales	 Sphingobacteriaceae	 Pedobacter	 Pedobacter sp. N36a
OTU00290	Bacteria	 Bacillota	 Bacilli	 Bacillales	 NA	 NA	 NA
OTU00291	Eukaryota	 Apicomplexa	 Conoidasida	 Eucoccidiorida	 Cryptosporidiidae	 Cryptosporidium	 NA
OTU00292	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Citrobacter	 Citrobacter freundii
OTU00293	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	 Pseudomonas azotoformans
OTU00294	Eukaryota	 Bacillariophyta	 Bacillariophyceae	 Naviculales	 Naviculaceae	 Mayamaea	 Mayamaea pseudoterrestris
OTU00295	Bacteria	 Bacteroidota	 Sphingobacteriia	 Sphingobacteriales	 NA	 NA	 NA
OTU00296	Bacteria	 Bacillota	 Erysipelotrichia	 Erysipelotrichales	 Erysipelotrichaceae	 Intestinibaculum	 Intestinibaculum porci
OTU00297	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales	 Morganellaceae	 Morganella	 Morganella sp. EGD-HP17
OTU00298	Bacteria	 Bacteroidota	 Sphingobacteriia	 Sphingobacteriales	 Sphingobacteriaceae	 Pedobacter	 Pedobacter metabolipauper
OTU00299	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Lachnospiraceae	 Roseburia	 NA
OTU00300	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Enterobacter	 Enterobacter sp. kpr-6
OTU00301	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Lachnospiraceae	 NA	 Lachnospiraceae bacterium KM106-2
OTU00302	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Escherichia	 Escherichia fergusonii
OTU00303	Bacteria	 Bacillota	 Clostridia	 NA	 NA	 NA	 NA
OTU00304	Eukaryota	 Apicomplexa	 Aconoidasida	 Piroplasmida	 Theileriidae	 Theileria	 Theileria equi
OTU00305	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Peptostreptococcaceae	 Clostridioides	 Clostridioides difficile
OTU00306	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Lachnospiraceae	 NA	 Lachnospiraceae bacterium oral taxon 500
OTU00307	Eukaryota	 Ascomycota	 Sordariomycetes	 Hypocreales	 Nectriaceae	 Fusarium	 NA
OTU00308	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Salmonella	 Salmonella sp. L-S2618
OTU00309	Bacteria	 Bacteroidota	 Sphingobacteriia	 Sphingobacteriales	 Sphingobacteriaceae	 Parapedobacter	 Parapedobacter composti
OTU00310	Eukaryota	 Blastocladiomycota	 Blastocladiomycetes	 Blastocladiales	 Blastocladiaceae	 Allomyces	 NA
OTU00311	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Eubacteriales Family XIII. Incertae Sedis	 Aminipila	 Aminipila terrae
OTU00312	Viruses	 Kitrinoviricota	 Flasuviricetes	 Amarillovirales	 Flaviviridae	 Pestivirus	 Pestivirus A
OTU00313	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales	 Yersiniaceae	 Gibbsiella	 Gibbsiella quercinecans
OTU00314	Bacteria	 Bacteroidota	 Sphingobacteriia	 Sphingobacteriales	 Sphingobacteriaceae	 Pedobacter	 Pedobacter sp. Leaf170
OTU00315	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	 Pseudomonas extremaustralis
OTU00316	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 NA	 NA	 Clostridiales bacterium CHKCI001
OTU00317	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Clostridiaceae	 NA	 Clostridiaceae bacterium 14S0207
OTU00318	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Clostridiaceae	 Massilioclostridium	 NA
OTU00319	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales	 Hafniaceae	 Hafnia	 Hafnia alvei
OTU00320	Bacteria	 Bacteroidota	 Sphingobacteriia	 Sphingobacteriales	 Sphingobacteriaceae	 Pedobacter	 Pedobacter sp. AJM
OTU00321	Bacteria	 Cyanobacteriota	 Cyanophyceae	 Synechococcales	 Prochlorococcaceae	 Prochlorococcus	 Prochlorococcus marinus
OTU00322	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales	 Yersiniaceae	 Serratia	 Serratia sp. S4
OTU00323	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales	 Erwiniaceae	 Pantoea	 Pantoea ananatis
OTU00324	Bacteria	 Pseudomonadota	 Betaproteobacteria	 Burkholderiales	 Oxalobacteraceae	 Janthinobacterium	 Janthinobacterium sp. HH104
OTU00325	Bacteria	 Bacillota	 Bacilli	 Bacillales	 Paenibacillaceae	 Paenibacillus	 Paenibacillus wulumuqiensis
OTU00326	Eukaryota	 Zoopagomycota	 Kickxellomycetes	 Kickxellales	 Kickxellaceae	 Coemansia	 Coemansia sp. Benny D115
OTU00327	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Lachnospiraceae	 Dorea	 Dorea phocaeensis
OTU00328	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Oscillospiraceae	 Angelakisella	 Angelakisella massiliensis
OTU00329	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Lachnospiraceae	 NA	 Lachnospiraceae bacterium MD308
OTU00330	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales	 Budviciaceae	 Leminorella	 NA
OTU00331	Bacteria	 Bacillota	 Bacilli	 Bacillales	 Bacillaceae	 Metabacillus	 Metabacillus bambusae
OTU00332	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Lachnospiraceae	 Anaerosporobacter	 Anaerosporobacter faecicola
OTU00333	Bacteria	 Bacteroidota	 Sphingobacteriia	 Sphingobacteriales	 Sphingobacteriaceae	 Pedobacter	 Pedobacter sp. GR22-10
OTU00334	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales	 Pectobacteriaceae	 Brenneria	 Brenneria salicis
OTU00335	Bacteria	 Pseudomonadota	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Paraburkholderia	 Paraburkholderia mimosarum
OTU00336	Bacteria	 Bacillota	 Bacilli	 Lactobacillales	 Enterococcaceae	 Enterococcus	 Enterococcus sp. MJM16
OTU00337	Bacteria	 Bacteroidota	 Sphingobacteriia	 Sphingobacteriales	 Sphingobacteriaceae	 Pedobacter	 Pedobacter steynii
OTU00338	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Stutzerimonas	 NA
OTU00339	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	 Pseudomonas sp. R5(2019)
OTU00340	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales	 Budviciaceae	 Budvicia	 NA
OTU00341	Bacteria	 Fusobacteriota	 Fusobacteriia	 Fusobacteriales	 Leptotrichiaceae	 Sebaldella	 Sebaldella sp. S0638
OTU00342	Bacteria	 Actinomycetota	 Coriobacteriia	 Eggerthellales	 Eggerthellaceae	 Raoultibacter	 Raoultibacter timonensis
OTU00343	Eukaryota	 Oomycota	 NA	 NA	 NA	 NA	 NA
OTU00344	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Lachnospiraceae	 NA	 Lachnospiraceae bacterium
OTU00345	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Hyphomicrobiales	 Rhizobiaceae	 Agrobacterium	 Agrobacterium rhizogenes
OTU00346	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Xanthomonadales	 Xanthomonadaceae	 Stenotrophomonas	 Stenotrophomonas sp. GD03657
OTU00347	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Clostridiaceae	 Lactonifactor	 NA
OTU00348	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales	 Yersiniaceae	 Serratia	 Serratia sp. AKBS12
OTU00349	Eukaryota	 Apicomplexa	 Conoidasida	 Eugregarinorida	 Gregarinidae	 Gregarina	 NA
OTU00350	Bacteria	 Chloroflexota	 NA	 NA	 NA	 NA	 Chloroflexota bacterium
OTU00351	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	 Pseudomonas sp. BGI-2
OTU00352	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Lachnospiraceae	 Lachnoclostridium	 [Clostridium] polysaccharolyticum
OTU00353	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Oscillospiraceae	 Ligaoa	 Ligaoa zhengdingensis
OTU00354	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	 Pseudomonas sp. JV241A
OTU00355	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 NA	 NA	 NA	 NA
OTU00356	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Hyphomicrobiales	 Phyllobacteriaceae	 Phyllobacterium	 Phyllobacterium zundukense
OTU00357	Eukaryota	 Oomycota	 NA	 Pythiales	 Pythiaceae	 Globisporangium	 [Pythium] brassicae (nom. inval.)
OTU00358	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	 Pseudomonas zeae
OTU00359	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Cronobacter	 NA
OTU00360	Bacteria	 Bacteroidota	 Sphingobacteriia	 Sphingobacteriales	 Sphingobacteriaceae	 Pedobacter	 Pedobacter sp. V48
OTU00361	Eukaryota	 Evosea	 NA	 Pelobiontida	 Pelomyxidae	 Pelomyxa	 Pelomyxa schiedti
OTU00362	Bacteria	 Bacteroidota	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Flavobacterium	 NA
OTU00363	Eukaryota	 Chytridiomycota	 Chytridiomycetes	 Polychytriales	 NA	 Polychytrium	 Polychytrium aggregatum
OTU00364	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	 Pseudomonas sp. PDC86
OTU00365	Bacteria	 Bacillota	 Tissierellia	 Tissierellales	 Tepidimicrobiaceae	 Keratinibaculum	 Keratinibaculum paraultunense
OTU00366	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Clostridiaceae	 Butyricicoccus	 Butyricicoccus sp. 1XD8-22
OTU00367	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales	 Yersiniaceae	 Yersinia	 Yersinia intermedia
OTU00368	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales	 Pectobacteriaceae	 Brenneria	 Brenneria goodwinii
OTU00369	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	 Pseudomonas sp. TNT11
OTU00370	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Kosakonia	 Kosakonia sp. MUSA4
OTU00371	Bacteria	 Bacillota	 Bacilli	 Lactobacillales	 Enterococcaceae	 Enterococcus	 Enterococcus avium
OTU00372	Eukaryota	 Ascomycota	 Saccharomycetes	 Saccharomycetales	 Trichomonascaceae	 Trichomonascus	 Trichomonascus ciferrii
OTU00373	Bacteria	 Bacteroidota	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Flavobacterium	 Flavobacterium sp. 270
OTU00374	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Oscillospiraceae	 Ethanoligenens	 Ethanoligenens harbinense
OTU00375	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Lachnospiraceae	 Cuneatibacter	 Cuneatibacter caecimuris
OTU00376	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	 Pseudomonas synxantha
OTU00377	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Clostridiaceae	 Clostridium	 Clostridium sp. Marseille-P2415
OTU00378	Bacteria	 Bacteroidota	 Flavobacteriia	 Flavobacteriales	 Weeksellaceae	 Chryseobacterium	 Chryseobacterium sp.
OTU00379	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Lachnospiraceae	 Anaeromicropila	 Anaeromicropila populeti
OTU00380	Bacteria	 Myxococcota	 Myxococcia	 Myxococcales	 Vulgatibacteraceae	 Vulgatibacter	 Vulgatibacter incomptus
OTU00381	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Lachnospiraceae	 Anaerocolumna	 Anaerocolumna cellulosilytica
OTU00382	Bacteria	 Acidobacteriota	 NA	 NA	 NA	 NA	 Acidobacteriota bacterium
OTU00383	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Oscillospiraceae	 Oscillibacter	 uncultured Oscillibacter sp.
OTU00384	Eukaryota	 Cryptomycota	 NA	 NA	 NA	 Paramicrosporidium	 Paramicrosporidium saccamoebae
OTU00385	Bacteria	 Pseudomonadota	 Betaproteobacteria	 Burkholderiales	 Oxalobacteraceae	 Oxalobacter	 Oxalobacter aliiformigenes
OTU00386	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Lachnospiraceae	 Tyzzerella	 [Clostridium] colinum
OTU00387	Eukaryota	 Chytridiomycota	 Chytridiomycetes	 Rhizophlyctidales	 Rhizophlyctidaceae	 Rhizophlyctis	 Rhizophlyctis rosea
OTU00388	Bacteria	 Spirochaetota	 Spirochaetia	 Spirochaetales	 Treponemataceae	 Treponema	 Treponema saccharophilum
OTU00389	Bacteria	 Pseudomonadota	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Paraburkholderia	 Paraburkholderia agricolaris
OTU00390	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Clostridiaceae	 Clostridium	 Clostridium sp. Marseille-P299
OTU00391	Bacteria	 Actinomycetota	 Actinomycetes	 Kitasatosporales	 Streptomycetaceae	 Streptomyces	 Streptomyces avidinii
OTU00392	Eukaryota	 Fornicata	 NA	 Diplomonadida	 Hexamitidae	 Giardia	 Giardia intestinalis
OTU00393	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales	 Morganellaceae	 Providencia	 Providencia sneebia
OTU00394	Eukaryota	 Basidiomycota	 Exobasidiomycetes	 Tilletiales	 Tilletiaceae	 Tilletia	 NA
OTU00395	Bacteria	 Bacteroidota	 Sphingobacteriia	 Sphingobacteriales	 Sphingobacteriaceae	 Pedobacter	 Pedobacter gandavensis
OTU00396	Bacteria	 Bacteroidota	 Sphingobacteriia	 Sphingobacteriales	 Sphingobacteriaceae	 Pedobacter	 Pedobacter lusitanus
OTU00397	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Clostridiaceae	 Clostridium	 Clostridium sp. HBUAS56010
OTU00398	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Clostridiaceae	 Clostridium	 Clostridium grantii
OTU00399	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Lelliottia	 Lelliottia amnigena
OTU00400	Eukaryota	 Evosea	 Eumycetozoa	 Physariida	 Didymiaceae	 Didymium	 NA
OTU00401	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Hyphomicrobiales	 Lichenihabitantaceae	 Lichenihabitans	 Lichenihabitans psoromatis
